,trace,Adduser,Hydra_FTP,Hydra_SSH,Java_Meterpreter,Meterpreter,Web_Shell
776,311 78 240 240 240 265 240 240 240 196 78 240 265 240 240 240 265 240 240 240 240 196 240 240 78 265 240 240 240 196 240 78 240 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 240 265 240 240 240 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 220 220 196 196 196 195 85 78 196 78 78 5 196 195 85 78 78 5 3 6 78 78 196 195 85 78 78 5 196 78 78 5 196 78 78 5 196 195 85 78 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 196 220 78 265 240 240 240 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 219,0,0,0,0,0,0
777,240 240 240 196 78 265 240 240 240 196 240 240 240 78 240 265 240 240 196 78 265 240 240 196 78 265 240 240 196 78 265 240 240 240 5 78 265 240 240 240 5 78 265 240 240 240 6 78 265 240 240 240 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 196 78 265 240 240 240 78 219,0,0,0,0,0,0
778,6 174 174 174 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 20 174 201 45 45 64 195 195 5 221 6 221 174 174 174 174 174 174 3 195 201 5 221 6 221 3 3 195 5 221 6 221 3 3 6 3 6 195 5 221 6 221 3 3 6 54 195 201 195 201 5 221 6 221 63 6 221 6 221 63 120 114 63 6 63 6 5 221 6 221 63 6 221 6 221 63 120 114 63 6 63 6 42 120 6 3 3 6 114 42 120 6 3 3 6 114 4,0,0,0,0,0,0
779,11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 174 174 174 45 45 13 5 197 197 192 3 140 3 6 91 5 197 192 3 3 3 6 91 201 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 125 125 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 125 125 91 5 221 140 197 192 140 91 6 5 221 197 174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6,0,0,0,0,0,0
780,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 5 6 125 125 33 6 6 91 91 221 5 5 5 220 5 3 5 78 3 5 3 3 3 3 3 3 3 6 91 240 5 3 197 192 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 180 180 6 91,0,0,0,0,0,0
781,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 197 6 5 125 125 174 174 45 5 197 91 5 3 3 201 102 3 91 192 33 6 125 5 221 221 197 180 221 180 180 197 192 3 5 5 197 192 3 3 3 3 3 3 3 3 3 3 3 3 6 91 240 5 3 197 192 6 125 3 3 3 3 180 180 6 91,0,0,0,0,0,0
782,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 33 5 3 197 192 192 6 125 125 91 5 221 140 197 192 140 91 6 5 221 197 54 192 140 195 195 195 195 5 5 5 197 192 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 91 240 5 3 197 192 192 6 125 45 5 3 197 192 192 6 125 3 3 3 3 3 3 3 180 180 6 91,0,0,0,0,0,0
783,221 221 221 221 221 221 221 221 6 63 6 5 63 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 174 174 174 45 45 13 5 197 197 192 3 140 3 6 91 5 197 192 3 3 3 6 91 201 102 102 6 102 102 5 3 3 5 33 5 192 6 33 5 192 192 6 125 125 91 5 197 192 33 5 6 33 5 192 6 125 125 91 5 221 197 54 192 140 195 195 195 5 3 6 5 195 5 5 3 6 195 5 13 5 3 6 192 5 221 221 197 180 221 180 180 197 192 3 45 5 3 3 3 3,0,0,0,0,0,0
784,11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 20 174 201 45 45 64 195 195 5 221 6 221 174 174 174 174 174 174 3 195 201 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 192 6 192 243 125 125 125 91 20 174 201 45 45 64 195 195 5 221 6 221 174 174 174 174 174 174 3 195 5 221 6 221 3 3 6 42 120 6 3 6 114 42 120 6 3 6 114 42 120 6 3 3 3 6 114 42 120 6 3 3 6 114 42 120 6 3 3 6 114 195 195 42 120 6 195 42 120 6 6 195 195 120 6 6 114 114 114 195 195 120 114 42 120 6 3 3 6 114 195 120 114 195,0,0,0,0,0,0
785,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 174 174 174 45 45 13 5 197 197 192 3 140 3 6 91 5 197 192 3 3 3 6 91 201 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 125 125 91 5 197 192 6 33 5 3 197 192 192 6 3 3 5,0,0,0,0,0,0
786,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 174 174 174 45 45 13 5 197 197 192 3 140 3 6 91 5 197 192 3 3 3 6 91 201 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 125 125 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 125 125 91 5 221 140 197 140 5 6 3 192 5 221 221 197 180 221 180 180 197 192 3 45 5 5 197 192 3 3 3 3 3 3,0,0,0,0,0,0
787,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 3 5 180 180,0,0,0,0,0,0
788,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 91 102 5 125 197 91 3 195 3 6 6 192 5 180 197 5 3 3 3 3 3 3 3 3 3 3 6 91 5 125 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 180 180 6 91,0,0,0,0,0,0
789,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 174 174 5 3 3 5 5 91 195 5 3 195 220 3 5 5 3 3 3 3 3 3 3 3 3 3 3 3 6 91 240 5 6 3 3 180 6 91,0,0,0,0,0,0
790,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 174 174 174 45 45 13 5 197 197 192 3 140 3 6 91 5 197 192 3 3 3 6 91 201 102 102 6 102 102 6 5 197 192 3 3 6 91 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 5 6 6 221 5 3 5 5 3 195 6 3 5 180 221 197 5 5 3 3 3 3 3 3 3 3 6 91 240 5 3 197 6 125 5 3 197 192 192 3 180 180 6,0,0,0,0,0,0
791,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 6 122 45 5 3 192 3 5 192 125 5 6 125 91 221 3 5 5 3 195 3 192 5 180 180 3 5 3 3 3 3 3 3 3 3 3 3 3 3 6 91 240 5 192 6 5 3 197 3 3 180 180 6 91,0,0,0,0,0,0
792,174 6 6 5 220 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 221 220 6 63 6 5 63 6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 192 6 221 3 5 5 3 195 3 192 5 180 5 5 3 3 3 3 3 3 3 3 3 3 6 91 240 5 3 197 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 180 180 6 91,0,0,0,0,0,0
793,6 91 11 45 221 221 221 33 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 192 6 33 5 3 197 192 192 6 192 243 125 125 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 155 157 266 160 159 159 45 45 78 5 5 197 192 3 3 6 91 102 102 221 221 201 102 174 168 102 102 168 3 168 102 168 3 168 102 168 102 265 168 102 102 102 265 168 102 102 102,0,0,0,0,0,0
794,174 6 6 5 220 221 221 221 221 221 63 11 45 33 192 33 125 240 122 174 5 125 33 6 125 140 195 5 3 5 5 220 3 195 6 3 5 221 221 197 180 221 180 180 3 5 5 197 3 3 3 3 3 3 3 3 3 3 3 3 6 91 240 5 3 45 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 180,0,0,0,0,0,0
795,311 175 199 85 3 240 240 102 168 102 265 102 265 240 168 240 168 265 102 265 240 168 102 168 102 168 3 102 265 168 265 102 265 168 265 265 102 265 168 265 102 240 240 168 240 102 240 168 102 168 240 102 168 168 102 3 265 168 265 102 265 168 265 265 168 102 3 265 168 265 102 265 168 265 265 168 102 168 102 168 102 168 102 3 265 168 265 102 265 168 265 265 240 240 168 102 168 102 168 102 168 102 102 265 102 265 168 102 265 102 240 240 168 240 102 240 168 102 168 102 3 265 168 265 102 265 168 265 265 168 102 3 265 168 265 102 265 168 265 265 168 265 102 265 168 265 102 240 240 168 240 102 240 168 102 168 102 168 102 168 102 168 102 102 240 168 102 168 168 102 3 265 168 265 102,0,0,0,0,0,0
796,6 11 45 33 192 33 5 197 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 192 192 243 125 125 125 125 125 125 125 125 125 91 258 311 240 240 174 174 175 191 122 268 45 45 5 197 192 3 3 6 91 5 197 192 3 3 6 91 201 54 195 196 196 38 6 6 6,0,0,0,0,0,0
797,240 221 221 13 240 240 78 265 240 240 78 4 221 221 221 33 197 140 3 197 33 197 221 13 13 78 78 265 240 4 221 197 13 78 240 240 78 265 240 240 78 5 221 78 5 6 9 195 10 195 5 140 3 195 3 240 240 240 10 221 6 240 6 78 240 240 240 78 265 240 78 265 240 240 78 4 221 221 221 33 197 140 3 197 33 197 221 13 13 78 78 265 240 240 221 221 221 33 197 140 3 197 33 197 221 13 13 78 78 265 240 240 5 221 78 5 6 9 195 10 195 5 140 3 240 240 195 3 10 221 6 6 78 78 265 240 240 78 219,0,0,0,0,0,0
798,240 240 78 265 240 240 240 240 240 78 240 13 78 265 240 240 240 13 78 265 240 240 78 265 240 78 5 5 197 78 5 207 94 6 78 265 240 240 4 78 265 240 240 118 38 197 6 4 78 265 240 240 78 265 240 240 240 240 78 240 5 221 78 5 6 9 195 10 195 5 140 3 195 3 3 3 10 221 6 6 78 78 265 240 240 78 265 240 240 78 4 240 5 221 78 5 6 9 195 10 195 5 140 3 3 195 10 221 6 6 78 78 265 240 240 78 265 240 240 240 240 78 240 5 221 78 5 6 9 195 10 195 5 140 3 195 3 10 221 6 6 78 78 265 240 240 240 4 240 5 221 78 5 6 9 195 10 195 5 140 3 240 240 240 240 3 195 10 221 6 6 78 78 265 240 240 4 5 221 78 5 6 9 195 10 195 5 240 140 3 240 240 240 240 240 240 240 240 195 3 3 3 10 221 6 6 78 78 265 240 240 78 265 240 240 78 4 5 221 78 5 6 9 195 10 195 5 140 3 240 240 195 3 10 221 6 6 78 78 265 240 240 78 265 240 240 78 5 5 197 78 5 207 94 6 78 265 240 240 240 4 78 265 240 240 240 118 38 197 6 4 78 265 240 240 78 265 240 240 78 13 78 13 240 240 78 265 240 240 240 78 265 240 78 5 221 78 5 6 9 195 10 195 5 140 3 195 240 240 240 3 3 10 221 6 240 6 78 78 265 240 240 78 265 240 78 240 5 5 197 78 5 207 94 6 78 265 240 240 4 4 240 78 265 240 240 118 38 197 6 78 265 240 240 78 265 240 240 240 240 78 240 13 221 221 221 33 197 140 3 197 33 197 221 195 5 5 221 221 221 221 160 159 120 140 4 140 4 140 4 140 4 140 4 140 4 140 4 140 4 140 4 140 4 221 221 140 4 140 4 140 4 140 3 265 4 140 4 265 140 4 140 4 140 4 140 4 265 240 240 6 10 221 221 221 240 240 13 240 240 240 78 78 219,0,0,0,0,0,0
799,33 5 5 3 197 192 5 192 6 5 5 33 5 192 6 6 33 5 192 5 125 192 6 5 33 5 192 33 3 33 192 33 5 5 192 192 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 5 221 220 195 5 5 33 3 6 192 6 6 33 33 5 3 197 5 192 6 3 192 192 6 6 33 5 5 192 192 197 33 3 125 192 197 192 192 192 3 192 192 6 33 192 192 192 6 6 33 33 5 5 5 3 192 125 125 125 125 125 125 125 125 125 125 125 91 195 5 6 125 195 125 195 5 5 33 125 125 91 195 5 5 192 5 6 5 5 6 5 5 5 125 125 125 125 125 125 125 125 125 125 45 125 195 192 125 195 192 125 195 5 6 125 195 5 3 6 195 125 125 195 5 125 195 6 125 220 6 5 197 3 3 3 3 3 3 3 3 3 3 6 91 240 4 4 4 91 91 91 91 331 174 102 221 221 102 168 168 168 120 158 4 266 168 240 265 168 91 122 5 220 199 102 146 146 125 54 240 4 168 4 168 168 4 265 3 265 168 265 168 265 168 265 168 265 3 3 265 168 265 168 265 3 3 265 168 265 168 168 331 265 4 265 265 168 240 3 240 6 6 146 6 146 6 6 6 10 6 4,0,0,0,0,0,0
800,311 78 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 195 195 240 240 240 240 240 240 240 240 240 240 240 240 240 240 78 78 265 240 240 78 265 240 240 240 240 78 240 195 240 240 240 240 240 240 240 240 240 240 240 195 195 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 240 78 78 265 240 240 240 195 195 240 240 240 240 240 240 240 240 240 33 195 78 240 240 240 240 240 240 78 78 219,0,0,0,0,0,0
801,311 78 240 221 221 221 33 197 140 3 197 33 197 221 221 221 221 33 197 140 3 197 33 197 221 195 5 5 221 221 221 221 140 140 4 140 78 78 140 140 78 78 78 78 78 78 78 78 78 78 4 78 78 78 78 78 78 78 78 140 78 78 78 78 140 4 140 78 78 78 78 78 78 78 240 6 10 221 221 221 240 221 221 221 33 197 140 3 221 221 221 221 221 3 221 4 140 4 240 240 221 221 240 4 240 240 78 265 240 78 240 5 5 197 78 5 207 94 6 78 265 240 240 4 78 265 240 240 118 38 197 6 4 78 265 240 240 78 265 240 78 240 219 91,0,0,0,0,0,0
802,174 5 220 11 45 33 192 6 192 6 6 33 6 6 5 192 5 6 5 192 6 6 33 6 5 6 6 33 192 6 6 33 6 3 192 192 6 6 6 197 6 5 6 6 33 6 3 6 192 6 3 6 6 6 33 6 5 6 6 33 6 33 6 192 33 192 6 192 6 33 6 33 6 33 6 192 6 192 192 192 192 243 125 125 125 125 125 192 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 125 174 122 268 45 5 3 155 157 5 5 3 5 197 3 5 3 3 3 3 3 3 5 3 3 3 3 3 3 192 3 3 174 33 6 5 6 6 125 5 125 33 33 6 3 6 192 6 33 5 6 33 192 6 192 6 33 6 33 192 6 125 125 125 102 102 197 6 221 146 3 3 168 3 168 146 3 146 3 168 168 146 3 146 168 146 3 146 3 168 146 168 146 168 168 168 3 122 146 146 146 146 3 146 3 146 168 146 168 146 168 168 331 168 146 168 3 168 168 196 33 3 33 33 195 6 125 3 3 3 3 45 45 33 5 3 3 6 3 33 6 125 33 33 33 3 3 3 33 33 5 168 146 168 3 3 3 168 3 45 168 168 3 3 168 45 201 3 3 3 3 3 3 3 3 3 3 3 45 3 3 3 6 240 5 197 5 6 192 125 125 125 168 146 4,0,0,0,0,0,0
803,6 91 6 63 6 6 11 11 11 11 45 33 192 33 5 197 192 6 33 5 3 197 192 125 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 192 6 33 5 3 197 192 125 192 197 192 192 197 192 192 6 3 197 192 6 192 192 33 192 6 192 6 33 6 33 192 6 33 6 192 192 125 125 125 125 125 5 3 5 197 6 102 102 6 221 146 3 168 146 3 168 168 3 3 5 197 3 3 3 3 3 3 91 168 122 33 5 3 45 168 146 199 192 5 168 146 168 3 3 3 168 146 168 3 3 3 3 3 168 146 168 3 3 3 168 146 168 3 3 3 168 146 168 3 3 3 3 3 168 146 168 3 3 3 168 146 168 3 3 3 168 146 120 221 192 3 6 91 7 195 168 146 5 5 3 3 3 195 192 192 6 125 175 3 45 192 3 3 3 3 6 91 192 91 168 146 168 3 3 3 168 146 168 3 3 3 168 146 168 146 168 168 146 168 146 168 146 168 146 168 168 168 146 168 146 146 146 168 168 146 168 146 146 168 146 146 168 168 146 168 146 168 146 168 168 168 168 168 146 168 168 146 146 168 146 146 168 168 146 168 168 168 146 168 146 168 168 168 146 3,0,0,0,0,0,0
804,6 6 11 11 33 192 33 192 197 192 125 125 125 122 174 85 195 221 3 45 195 195 5 3 140 140 6 195 3 3 6 195 195 195 195 195 195 3 3 140 140 6 195 3 6 195 195 140 140 6 195 195 45 3 6 195 195 5 3 140 140 6 195 195 195 140 140 6 195 3 6 3 6 195 195 3 140 140 6 195 205 3 3 3 3 6 45 195 195 195 195 195 3 3 45 3 6 195 195 195 195 195 195 195 195 195 195 195 195 195 195 45 3 140 3 3 3 3 45 3 195 195 195 5 140 54 140 197 221 143 140 140 197 13 3 3 143 4 45,0,0,0,0,0,0
805,240 240 78 219 311 78 240 196 78 196 240 240 78 265 240 240 196 240 240 78 265 240 240 196 240 78 240 265 240 240 240 196 78 265 240 240 240 196 78 240 265 240 240 240 265 240 240 240 196 240 240 78 240 240 265 240 240 240 196 240 78 196 78 265 240 240 196 240 240 78 265 240 240 240 240 240 196 240 78 240 240 265 240 240 240 196 78 265 240 240 196 240 240 240 78 265 240 240 196 78 265 240 240 196 240 78 240 196 240 240 78 265 240 240 196 240 240 78 240 196 78 265 240 240 196 240 78 265 240 240 240 196 240 78 265 240 240 265 240 240 240 196 240 240 78 240 265 240 240 196 240 240 78 265 240 240 196 240 78 240 196 240 78 240 196 240 240 240 78 265 240 240 240 196 78 240 196 78 265 240 240 196 78 265,0,0,0,0,0,0
